排名,国家/地区,GDP总量(人民币核算),所属洲,年份
排名第62,利比亚,￥3917.91795亿元,非洲国家,2005
排名第63,克罗地亚,￥3759.08232亿元,欧洲国家,2005
排名第64,卡塔尔,￥3685.7481亿元,亚洲国家,2005
排名第65,厄瓜多尔,￥3435.53439亿元,美洲国家,2005
排名第66,卢森堡,￥3096.50847亿元,欧洲国家,2005
排名第67,斯洛文尼亚,￥3012.91077亿元,欧洲国家,2005
排名第68,多米尼加共和国,￥2975.41596亿元,,2005
排名第69,突尼斯,￥2671.15344亿元,非洲国家,2005
排名第70,阿曼,￥2572.65714亿元,亚洲国家,2005
排名第71,白俄罗斯,￥2500.56447亿元,欧洲国家,2005
排名第72,保加利亚,￥2452.97172亿元,欧洲国家,2005
排名第73,叙利亚,￥2390.48037亿元,亚洲国家,2005
排名第74,安哥拉,￥2336.92818亿元,非洲国家,2005
排名第75,斯里兰卡,￥2313.00765亿元,亚洲国家,2005
排名第76,危地马拉,￥2252.25447亿元,美洲国家,2005
排名第77,苏丹,￥2195.39148亿元,非洲国家,2005
排名第78,立陶宛,￥2167.08414亿元,欧洲国家,2005
排名第79,黎巴嫩,￥1778.7273亿元,亚洲国家,2005
排名第80,肯尼亚,￥1738.25277亿元,非洲国家,2005
排名第81,塞浦路斯,￥1548.87501亿元,亚洲国家,2005
排名第82,加纳,￥1445.24697亿元,非洲国家,2005
排名第83,乌拉圭,￥1440.03246亿元,美洲国家,2005
排名第84,土库曼斯坦,￥1421.49198亿元,亚洲国家,2005
排名第85,科特迪瓦,￥1416.60855亿元,非洲国家,2005
排名第86,萨尔瓦多,￥1414.87038亿元,美洲国家,2005
排名第87,拉脱维亚,￥1402.86873亿元,欧洲国家,2005
排名第88,坦桑尼亚,￥1401.2961亿元,非洲国家,2005
排名第89,也门,￥1384.90764亿元,亚洲国家,2005
排名第90,冰岛,￥1381.51407亿元,欧洲国家,2005
排名第91,喀麦隆,￥1375.38909亿元,非洲国家,2005
排名第92,巴拿马,￥1355.27598亿元,美洲国家,2005
排名第93,特立尼达和多巴哥,￥1322.83014亿元,美洲国家,2005
排名第94,巴林,￥1321.75413亿元,亚洲国家,2005
排名第95,乌兹别克斯坦,￥1184.4387亿元,亚洲国家,2005
排名第96,爱沙尼亚,￥1160.76648亿元,欧洲国家,2005
排名第97,缅甸,￥1142.97093亿元,亚洲国家,2005
排名第98,阿塞拜疆,￥1098.60621亿元,亚洲国家,2005
排名第99,约旦,￥1041.99153亿元,亚洲国家,2005
排名第100,埃塞俄比亚,￥1027.01016亿元,非洲国家,2005
排名第101,中国澳门,￥1000.85484亿元,亚洲,2005
排名第102,波斯尼亚和黑塞哥维那,￥905.08995亿元,,2005
排名第103,牙买加,￥890.27412亿元,美洲国家,2005
排名第104,文莱,￥875.78937亿元,亚洲国家,2005
排名第105,博茨瓦纳,￥829.93479亿元,非洲国家,2005
排名第106,洪都拉斯,￥800.55144亿元,美洲国家,2005
排名第107,乌干达,￥794.84031亿元,非洲国家,2005
排名第108,玻利维亚,￥792.35721亿元,美洲国家,2005
排名第109,加蓬,￥782.92143亿元,非洲国家,2005
排名第110,巴拉圭,￥722.99595亿元,美洲国家,2005
排名第111,塞内加尔,￥721.91994亿元,非洲国家,2005
排名第112,赞比亚,￥689.63964亿元,非洲国家,2005
排名第113,赤道几内亚,￥677.38968亿元,非洲国家,2005
排名第114,尼泊尔,￥677.0586亿元,亚洲国家,2005
排名第115,津巴布韦,￥668.36775亿元,非洲国家,2005
排名第116,阿尔巴尼亚,￥666.46404亿元,欧洲国家,2005
排名第117,巴哈马,￥637.82562亿元,美洲国家,2005
排名第118,莫桑比克,￥628.63815亿元,非洲国家,2005
排名第119,巴布亚新几内亚,￥605.21424亿元,大洋州国家,2005
排名第120,纳米比亚,￥600.74466亿元,非洲国家,2005
排名第121,乍得,￥552.98637亿元,非洲国家,2005
排名第122,毛里求斯,￥537.09453亿元,非洲国家,2005
排名第123,格鲁吉亚,￥530.63847亿元,亚洲国家,2005
排名第124,马耳他,￥529.89354亿元,欧洲国家,2005
排名第125,尼加拉瓜,￥523.18917亿元,美洲国家,2005
排名第126,柬埔寨,￥520.37499亿元,亚洲国家,2005
排名第127,马斯顿,￥517.89189亿元,欧洲,2005
排名第128,马里,￥517.80912亿元,非洲国家,2005
排名第129,阿富汗,￥510.44259亿元,亚洲国家,2005
排名第130,刚果,￥504.73146亿元,非洲国家,2005
排名第131,布基纳法索,￥453.08298亿元,非洲国家,2005
排名第132,马达加斯加,￥417.07803亿元,非洲国家,2005
排名第133,亚美尼亚,￥405.573亿元,亚洲国家,2005
排名第134,贝宁,￥398.28924亿元,非洲国家,2005
排名第135,几内亚,￥372.96162亿元,非洲国家,2005
排名第136,海地,￥356.7387亿元,美洲国家,2005
排名第137,巴巴多斯,￥322.55469亿元,美洲国家,2005
排名第138,马拉维,￥302.60712亿元,非洲国家,2005
排名第139,尼日尔,￥279.34875亿元,非洲国家,2005
排名第140,斯威士兰,￥268.58865亿元,非洲国家,2005
排名第141,老挝,￥252.36573亿元,亚洲国家,2005
排名第142,斐济,￥248.88939亿元,大洋州国家,2005
排名第143,摩尔多瓦,￥247.31676亿元,欧洲国家,2005
排名第144,蒙古,￥242.5161亿元,亚洲国家,2005
排名第145,卢旺达,￥213.87768亿元,非洲国家,2005
排名第146,吉尔吉斯斯坦,￥203.53143亿元,亚洲国家,2005
排名第147,塔吉克斯坦,￥191.28147亿元,亚洲国家,2005
排名第148,苏里南,￥184.99095亿元,美洲国家,2005
排名第149,毛里塔尼亚,￥180.76968亿元,非洲国家,2005
排名第150,多哥,￥175.22409亿元,非洲国家,2005
排名第151,圣马力诺,￥162.39474亿元,欧洲国家,2005
排名第152,塞拉利昂,￥136.48773亿元,非洲国家,2005
排名第153,莱索托,￥135.82557亿元,非洲国家,2005
排名第154,中非,￥110.66349亿元,非洲国家,2005
排名第155,圭亚那,￥108.51147亿元,美洲国家,2005
排名第156,马尔代夫,￥96.26151亿元,亚洲国家,2005
排名第157,布隆迪,￥92.45409亿元,非洲国家,2005
排名第158,伯利兹,￥92.20578亿元,美洲国家,2005
排名第159,厄立特里亚,￥90.88146亿元,非洲国家,2005
排名第160,佛得角,￥90.2193亿元,非洲国家,2005
排名第161,安提瓜和巴布达,￥84.59094亿元,美洲国家,2005
排名第162,圣卢西亚,￥82.52169亿元,美洲国家,2005
排名第163,塞舌尔,￥76.06563亿元,非洲国家,2005
排名第164,不丹,￥63.07074亿元,亚洲国家,2005
排名第165,吉布提,￥58.68393亿元,非洲国家,2005
排名第166,格林纳达,￥57.52515亿元,美洲国家,2005
排名第167,利比里亚,￥55.86975亿元,非洲国家,2005
排名第168,冈比亚,￥51.64848亿元,,2005
排名第169,几内亚比绍,￥48.66876亿元,非洲国家,2005
排名第170,圣文森特和格林纳丁斯,￥45.60627亿元,美洲国家,2005
排名第171,圣基茨和尼维斯,￥44.94411亿元,美洲国家,2005
排名第172,西萨摩亚,￥39.23298亿元,大洋州国家,2005
排名第173,所罗门群岛,￥35.50833亿元,大洋州国家,2005
排名第174,瓦努阿图,￥32.69415亿元,大洋州国家,2005
排名第175,科摩罗,￥32.11476亿元,非洲国家,2005
排名第176,多米尼克,￥30.12828亿元,美洲国家,2005
排名第177,汤加,￥23.42391亿元,大洋州国家,2005
排名第178,密克罗尼西亚,￥20.77527亿元,大洋州国家,2005
排名第179,贝劳,￥15.80907亿元,,2005
排名第180,马绍尔群岛,￥11.42226亿元,大洋州国家,2005
排名第181,圣多美和普林西比Sao,￥10.7601亿元,,2005
排名第182,基里巴斯,￥9.27024亿元,大洋州国家,2005
排名第183,瑙鲁,￥2.56587亿元,大洋州国家,2005
排名第184,图瓦卢,￥1.82094亿元,大洋州国家,2005
排名第185,索马里,￥0亿元,非洲国家,2005
排名第1,美国,￥1118309.689亿元,美洲国家,2006
排名第2,日本,￥365655.0408亿元,亚洲国家,2006
排名第3,德国,￥242540.0068亿元,欧洲国家,2006
排名第4,中国,￥223914.5601亿元,亚洲国家,2006
排名第5,英国,￥216481.1691亿元,欧洲国家,2006
排名第6,法国,￥187816.2055亿元,欧洲国家,2006
排名第7,意大利,￥156927.6814亿元,欧洲国家,2006
排名第8,加拿大,￥106175.6192亿元,美洲国家,2006
排名第9,西班牙,￥102151.4186亿元,欧洲国家,2006
排名第10,巴西,￥89396.8173亿元,美洲国家,2006
排名第11,俄罗斯,￥85846.3844亿元,欧洲国家,2006
排名第12,韩国,￥81681.7484亿元,亚洲国家,2006
排名第13,墨西哥,￥78035.83557亿元,美洲国家,2006
排名第14,印度,￥76603.31378亿元,亚洲国家,2006
排名第15,澳大利亚,￥63110.94237亿元,大洋州国家,2006
排名第16,荷兰,￥58699.33377亿元,欧洲国家,2006
排名第17,土耳其,￥44454.74516亿元,亚洲国家,2006
排名第18,瑞士,￥34795.6952亿元,欧洲国家,2006
排名第19,瑞典,￥33899.57207亿元,欧洲国家,2006
排名第20,比利时,￥33105.06283亿元,欧洲国家,2006
排名第21,印度尼西亚,￥31984.80803亿元,亚洲国家,2006
排名第22,中国台湾,￥31359.62837亿元,亚洲,2006
排名第23,沙特阿拉伯,￥30379.08258亿元,亚洲国家,2006
排名第24,挪威,￥27876.66903亿元,欧洲国家,2006
排名第25,波兰,￥27705.48312亿元,欧洲国家,2006
排名第26,奥地利,￥27005.80813亿元,欧洲国家,2006
排名第27,丹麦,￥22832.45545亿元,欧洲国家,2006
排名第28,希腊,￥22078.86618亿元,欧洲国家,2006
排名第29,南非,￥21937.94652亿元,非洲国家,2006
排名第30,伊朗,￥21240.28928亿元,亚洲国家,2006
排名第31,阿根廷,￥18796.71332亿元,美洲国家,2006
排名第32,爱尔兰,￥18754.17915亿元,欧洲国家,2006
排名第33,尼日利亚,￥17981.46161亿元,非洲国家,2006
排名第34,阿闻酋,￥17927.06307亿元,亚洲国家,2006
排名第35,泰国,￥17898.16889亿元,亚洲国家,2006
排名第36,芬兰,￥17493.24682亿元,欧洲国家,2006
排名第37,葡萄牙,￥16848.2125亿元,欧洲国家,2006
排名第38,中国香港,￥15620.12914亿元,亚洲,2006
排名第39,委内瑞拉,￥14328.52701亿元,美洲国家,2006
排名第40,马来西亚,￥13566.05964亿元,亚洲国家,2006
排名第41,哥伦比亚,￥13136.84386亿元,美洲国家,2006
排名第42,捷克,￥12547.49944亿元,欧洲国家,2006
排名第43,智利,￥12492.45522亿元,美洲国家,2006
排名第44,以色列,￥12426.67657亿元,亚洲国家,2006
排名第45,新加坡,￥11928.53445亿元,亚洲国家,2006
排名第46,巴基斯坦,￥11076.31756亿元,亚洲国家,2006
排名第47,菲律宾,￥9863.64981亿元,亚洲国家,2006
排名第48,阿尔及利亚,￥9445.24917亿元,非洲国家,2006
排名第49,匈牙利,￥9265.58871亿元,欧洲国家,2006
排名第50,埃及,￥9112.32042亿元,非洲国家,2006
排名第51,乌克兰,￥9030.23835亿元,欧洲国家,2006
排名第52,新西兰,￥8859.05244亿元,大洋州国家,2006
排名第53,科威特,￥8196.82689亿元,亚洲国家,2006
排名第54,秘鲁,￥7093.35977亿元,美洲国家,2006
排名第55,波多黎各,￥7044.04596亿元,美洲,2006
排名第56,哈萨克斯坦,￥6537.75213亿元,亚洲国家,2006
排名第57,孟加拉国,￥6115.3967亿元,亚洲国家,2006
排名第58,摩洛哥,￥5540.01511亿元,非洲国家,2006
排名第59,越南,￥5358.57903亿元,亚洲国家,2006
排名第60,伊拉克,￥5257.77224亿元,亚洲国家,2006
排名第61,卡塔尔,￥4913.78622亿元,亚洲国家,2006
排名第62,斯洛伐克,￥4632.91542亿元,欧洲国家,2006
排名第63,利比亚,￥4436.06373亿元,非洲国家,2006
排名第64,克罗地亚,￥4070.68956亿元,欧洲国家,2006
排名第65,厄瓜多尔,￥3777.38942亿元,美洲国家,2006
排名第66,卢森堡,￥3426.22021亿元,欧洲国家,2006
排名第67,安哥拉,￥3372.79019亿元,非洲国家,2006
排名第68,斯洛文尼亚,￥3197.81091亿元,欧洲国家,2006
排名第69,多米尼加共和国,￥3066.81858亿元,,2006
排名第70,阿曼,￥3003.70336亿元,亚洲国家,2006
排名第71,白俄罗斯,￥2983.28373亿元,欧洲国家,2006
排名第72,苏丹,￥2891.0322亿元,非洲国家,2006
排名第73,突尼斯,￥2774.56767亿元,非洲国家,2006
排名第74,保加利亚,￥2754.71301亿元,欧洲国家,2006
排名第75,叙利亚,￥2729.93504亿元,亚洲国家,2006
排名第76,斯里兰卡,￥2611.69489亿元,亚洲国家,2006
排名第77,立陶宛,￥2440.26685亿元,欧洲国家,2006
排名第78,危地马拉,￥2439.94401亿元,美洲国家,2006
排名第79,肯尼亚,￥2084.41646亿元,非洲国家,2006
排名第80,黎巴嫩,￥1779.57479亿元,亚洲国家,2006
排名第81,拉脱维亚,￥1732.52086亿元,欧洲国家,2006
排名第82,土库曼斯坦,￥1726.62903亿元,亚洲国家,2006
排名第83,阿塞拜疆,￥1697.08917亿元,亚洲国家,2006
排名第84,塞浦路斯,￥1648.25962亿元,亚洲国家,2006
排名第85,加纳,￥1646.56471亿元,非洲国家,2006
排名第86,乌拉圭,￥1583.5302亿元,美洲国家,2006
排名第87,也门,￥1538.57473亿元,亚洲国家,2006
排名第88,坦桑尼亚,￥1502.0131亿元,非洲国家,2006
排名第89,萨尔瓦多,￥1497.25121亿元,美洲国家,2006
排名第90,巴林,￥1493.53855亿元,亚洲国家,2006
排名第91,特立尼达和多巴哥,￥1482.56199亿元,美洲国家,2006
排名第92,巴拿马,￥1464.48295亿元,美洲国家,2006
排名第93,喀麦隆,￥1450.3587亿元,非洲国家,2006
排名第94,科特迪瓦,￥1438.01007亿元,非洲国家,2006
排名第95,冰岛,￥1375.54053亿元,欧洲国家,2006
排名第96,乌兹别克斯坦,￥1374.24917亿元,亚洲国家,2006
排名第97,爱沙尼亚,￥1371.02077亿元,欧洲国家,2006
排名第98,缅甸,￥1348.42197亿元,亚洲国家,2006
排名第99,埃塞俄比亚,￥1233.49093亿元,非洲国家,2006
排名第100,约旦,￥1215.25047亿元,亚洲国家,2006
排名第101,中国澳门,￥1193.7009亿元,亚洲,2006
排名第102,赞比亚,￥1029.61747亿元,非洲国家,2006
排名第103,文莱,￥1027.92256亿元,亚洲国家,2006
排名第104,波斯尼亚和黑塞哥维那,￥1005.6466亿元,,2006
排名第105,玻利维亚,￥929.7792亿元,美洲国家,2006
排名第106,牙买加,￥925.58228亿元,美洲国家,2006
排名第107,乌干达,￥875.78421亿元,非洲国家,2006
排名第108,洪都拉斯,￥875.05782亿元,美洲国家,2006
排名第109,巴拉圭,￥859.23866亿元,美洲国家,2006
排名第110,博茨瓦纳,￥820.41715亿元,非洲国家,2006
排名第111,加蓬,￥819.52934亿元,非洲国家,2006
排名第112,赤道几内亚,￥814.12177亿元,非洲国家,2006
排名第113,塞内加尔,￥756.01057亿元,非洲国家,2006
排名第114,尼泊尔,￥729.94124亿元,亚洲国家,2006
排名第115,阿尔巴尼亚,￥718.72255亿元,欧洲国家,2006
排名第116,巴布亚新几内亚,￥670.37726亿元,大洋州国家,2006
排名第117,莫桑比克,￥670.21584亿元,非洲国家,2006
排名第118,纳米比亚,￥644.38864亿元,非洲国家,2006
排名第119,巴哈马,￥642.93586亿元,美洲国家,2006
排名第120,格鲁吉亚,￥625.09895亿元,亚洲国家,2006
排名第121,刚果,￥624.53398亿元,非洲国家,2006
排名第122,乍得,￥601.37021亿元,非洲国家,2006
排名第123,津巴布韦,￥589.02158亿元,非洲国家,2006
排名第124,柬埔寨,￥586.60028亿元,亚洲国家,2006
排名第125,阿富汗,￥558.91675亿元,亚洲国家,2006
排名第126,马里,￥557.38326亿元,非洲国家,2006
排名第127,马斯顿,￥553.6706亿元,欧洲,2006
排名第128,马耳他,￥547.69806亿元,欧洲国家,2006
排名第129,尼加拉瓜,￥545.92244亿元,美洲国家,2006
排名第130,毛里求斯,￥543.33972亿元,非洲国家,2006
排名第131,亚美尼亚,￥515.25264亿元,亚洲国家,2006
排名第132,布基纳法索,￥469.7322亿元,非洲国家,2006
排名第133,马达加斯加,￥445.19636亿元,非洲国家,2006
排名第134,贝宁,￥415.41437亿元,非洲国家,2006
排名第135,海地,￥383.85676亿元,美洲国家,2006
排名第136,巴巴多斯,￥347.29513亿元,美洲国家,2006
排名第137,几内亚,￥337.20638亿元,非洲国家,2006
排名第138,蒙古,￥329.61964亿元,亚洲国家,2006
排名第139,马拉维,￥322.67858亿元,非洲国家,2006
排名第140,老挝,￥315.97965亿元,亚洲国家,2006
排名第141,尼日尔,￥294.5915亿元,非洲国家,2006
排名第142,摩尔多瓦,￥275.05968亿元,欧洲国家,2006
排名第143,斯威士兰,￥270.45921亿元,非洲国家,2006
排名第144,卢旺达,￥254.31721亿元,非洲国家,2006
排名第145,斐济,￥250.44313亿元,大洋州国家,2006
排名第146,毛里塔尼亚,￥245.43911亿元,非洲国家,2006
排名第147,吉尔吉斯斯坦,￥228.97427亿元,亚洲国家,2006
排名第148,塔吉克斯坦,￥226.87581亿元,亚洲国家,2006
排名第149,苏里南,￥211.94446亿元,美洲国家,2006
排名第150,多哥,￥179.25691亿元,非洲国家,2006
排名第151,圣马力诺,￥169.08745亿元,欧洲国家,2006
排名第152,塞拉利昂,￥152.05764亿元,非洲国家,2006
排名第153,莱索托,￥140.03185亿元,非洲国家,2006
排名第154,马尔代夫,￥127.11825亿元,亚洲国家,2006
排名第155,中非,￥117.91731亿元,非洲国家,2006
排名第156,圭亚那,￥117.43305亿元,美洲国家,2006
排名第157,布隆迪,￥102.74383亿元,非洲国家,2006
排名第158,佛得角,￥99.83827亿元,非洲国家,2006
排名第159,伯利兹,￥98.22407亿元,美洲国家,2006
排名第160,厄立特里亚,￥97.73981亿元,非洲国家,2006
排名第161,安提瓜和巴布达,￥93.38147亿元,美洲国家,2006
排名第162,圣卢西亚,￥91.52514亿元,美洲国家,2006
排名第163,塞舌尔,￥82.00136亿元,非洲国家,2006
排名第164,不丹,￥69.24918亿元,亚洲国家,2006
排名第165,吉布提,￥62.06599亿元,非洲国家,2006
排名第166,利比里亚,￥61.09747亿元,非洲国家,2006
排名第167,格林纳达,￥56.41629亿元,美洲国家,2006
排名第168,冈比亚,￥52.86505亿元,,2006
排名第169,圣基茨和尼维斯,￥51.33156亿元,美洲国家,2006
